Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,Puducherry,"Financial Year (Apr - Mar), 2013","July, 2013","nitrogen, phosphorus, and potassium",900.000,160.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015","September, 2015",Monoammonium Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","November, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,25447.250
India,Karnataka,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,80000.000,20386.000
India,Punjab,"Financial Year (Apr - Mar), 2012","August, 2012",Muriate of Potash (MOP) or Potassium Chloride,8000.000,8992.650
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","May, 2014",UREA,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,5873.467,3362.804
India,Haryana,"Financial Year (Apr - Mar), 2014","May, 2014",Triple superphosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","December, 2015","nitrogen, phosphorus, and potassium",0.000,2994.050
India,Gujarat,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",27300.000,39229.580
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",120000.000,77688.890
India,Rajasthan,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,3526.250
India,Nagaland,"Financial Year (Apr - Mar), 2013","May, 2013",Muriate of Potash (MOP) or Potassium Chloride,50.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2013","April, 2013",Muriate of Potash (MOP) or Potassium Chloride,2000.000,4418.150
India,Odisha,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","February, 2016",Single super Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2013","November, 2013",Triple superphosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","April, 2013",UREA,1500.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2014","September, 2014",Diammonium Phosphate,0.000,1632.050
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,8380.000
India,Bihar,"Financial Year (Apr - Mar), 2015","January, 2016",UREA,0.000,4285.490
India,Delhi,"Financial Year (Apr - Mar), 2014","December, 2014",UREA,200.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","March, 2014",UREA,292000.000,18247.850
India,Assam,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,2180.850
India,Goa,"Financial Year (Apr - Mar), 2014","October, 2014",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","February, 2014",Triple superphosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","July, 2013",Triple superphosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2014","December, 2014",Monoammonium Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2014","March, 2015",UREA,265000.000,61416.400
India,Odisha,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",40000.000,46589.350
India,Punjab,"Financial Year (Apr - Mar), 2015","December, 2015","nitrogen, phosphorus, and potassium",0.000,2227.500
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",93460.000,29343.600
India,Chandigarh,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2016","December, 2016",Monoammonium Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2016","January, 2017",Diammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000,58.712
India,Nagaland,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,120.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","December, 2015",Triple superphosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2012","July, 2012",Triple superphosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2015","November, 2015","nitrogen, phosphorus, and potassium",0.000,230.800
India,Manipur,"Financial Year (Apr - Mar), 2014","December, 2014",UREA,2000.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2012","July, 2012",Triple superphosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",5000.000,5896.450
India,Goa,"Financial Year (Apr - Mar), 2013","May, 2013",Diammonium Phosphate,100.000,50.800
India,Mizoram,"Financial Year (Apr - Mar), 2013","May, 2013",Triple superphosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2013","December, 2013",Muriate of Potash (MOP) or Potassium Chloride,50.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","March, 2016",UREA,0.000,18322.300
India,Assam,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,10348.400
India,Jharkhand,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,11500.000,11827.700
India,Ladakh,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,13.400
India,Mizoram,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,550.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2012","April, 2012",Monoammonium Phosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","November, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,326.118
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,12000.000,1007.730
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","February, 2015","nitrogen, phosphorus, and potassium",5000.000,204.400
India,Chandigarh,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",7500.000,101.950
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","July, 2012",UREA,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2016","December, 2016",UREA,0.000,1383.700
India,Nagaland,"Financial Year (Apr - Mar), 2014","December, 2014",UREA,150.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013","December, 2013",UREA,50000.000,2072.900
India,Karnataka,"Financial Year (Apr - Mar), 2014","April, 2014",Muriate of Potash (MOP) or Potassium Chloride,20000.000,48341.200
India,Gujarat,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,7151.190
India,Punjab,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","March, 2014",Diammonium Phosphate,24680.000,62784.250
India,Mizoram,"Financial Year (Apr - Mar), 2015","February, 2016",Single super Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","September, 2014",Single super Phosphate,9260.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,700.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2014","April, 2014",Diammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,165.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.000,6.428
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,43923.250
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","October, 2015",Diammonium Phosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,300.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2013","January, 2014",Muriate of Potash (MOP) or Potassium Chloride,106.614,13.539
India,Puducherry,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,500.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","December, 2015",Single super Phosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2012","October, 2012",Diammonium Phosphate,1000.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,21250.000,7739.350
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,4622.750
India,Bihar,"Financial Year (Apr - Mar), 2015","December, 2015","nitrogen, phosphorus, and potassium",0.000,29904.550
India,Bihar,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,30000.000,44363.250
India,Ladakh,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2015","February, 2016",UREA,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","November, 2013",Monoammonium Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2013","October, 2013",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.000,107.507
India,Punjab,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,3355.300
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2016","December, 2016",Diammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",27.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2013","May, 2013",Triple superphosphate,0.000,3156.750
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","December, 2013",Monoammonium Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","September, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","February, 2015",Diammonium Phosphate,89900.000,101472.290
India,Ladakh,"Financial Year (Apr - Mar), 2014","May, 2014",Single super Phosphate,0.000,30.028
India,Puducherry,"Financial Year (Apr - Mar), 2012","September, 2012",Triple superphosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.000,9.000
India,Gujarat,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",68200.000,42138.100
India,Punjab,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,1209.820
India,Odisha,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,60000.000,8962.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","February, 2015",Monoammonium Phosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,0.000,58.000
India,Kerala,"Financial Year (Apr - Mar), 2012","April, 2012",Diammonium Phosphate,2000.000,1402.900
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.000,1005.650
India,Mizoram,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,60.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","December, 2013",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","May, 2014",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2012","July, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016","December, 2016",Single super Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.000,12377.230
India,Bihar,"Financial Year (Apr - Mar), 2013","July, 2013",Diammonium Phosphate,20000.000,15630.900
India,Rajasthan,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",10000.000,3058.200
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","March, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","June, 2013",Monoammonium Phosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","February, 2014",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2015","January, 2016",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2012","September, 2012","nitrogen, phosphorus, and potassium",208500.000,127589.680
India,Karnataka,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.000,11905.400
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,5000.000,19646.250
India,Odisha,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,37193.550
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.000,7673.750
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012",UREA,7500.000,179.850
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,850.000,90.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,36.512,68.554
India,Ladakh,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.000,7673.750
India,Assam,"Financial Year (Apr - Mar), 2015","October, 2015",Single super Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","March, 2016",UREA,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","September, 2013",Diammonium Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",0.000,44338.850
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","March, 2015",Muriate of Potash (MOP) or Potassium Chloride,15000.000,23672.100
India,Assam,"Financial Year (Apr - Mar), 2014","September, 2014",Monoammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","February, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",600.000,113.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016","December, 2016",Single super Phosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","December, 2014",Triple superphosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","December, 2015","nitrogen, phosphorus, and potassium",0.000,9.950
India,Kerala,"Financial Year (Apr - Mar), 2014","May, 2014",Diammonium Phosphate,0.000,4076.550
India,Karnataka,"Financial Year (Apr - Mar), 2014","March, 2015",Triple superphosphate,0.000,11905.400
India,Maharashtra,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2015","January, 2016","nitrogen, phosphorus, and potassium",0.000,31678.600
India,Punjab,"Financial Year (Apr - Mar), 2015","October, 2015",Single super Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2015","September, 2015",UREA,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2012","July, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,95000.000,13230.390
India,Odisha,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2015","October, 2015",UREA,0.000,14180.000
India,Bihar,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",50000.000,21337.050
India,Goa,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,28.450
India,Goa,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,30.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2015","January, 2016",Muriate of Potash (MOP) or Potassium Chloride,20000.000,23252.740
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2012","May, 2012",Diammonium Phosphate,800.000,20.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","September, 2013",Diammonium Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2014","December, 2014",UREA,220000.000,42359.720
India,Meghalaya,"Financial Year (Apr - Mar), 2014","February, 2015",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2014","March, 2015",Diammonium Phosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,12023.400
India,Assam,"Financial Year (Apr - Mar), 2015","September, 2015",Diammonium Phosphate,0.000,4166.350
India,Lakshadweep,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","June, 2012",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","March, 2015",Muriate of Potash (MOP) or Potassium Chloride,3590.425,2908.488
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","December, 2015",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","January, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,233.150
India,Haryana,"Financial Year (Apr - Mar), 2015","January, 2016",Triple superphosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2015","February, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,1689.650
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","January, 2015",Diammonium Phosphate,5600.282,5840.099
India,Manipur,"Financial Year (Apr - Mar), 2016","January, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","February, 2014",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","October, 2014",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2016","January, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.000,9924.060
India,Mizoram,"Financial Year (Apr - Mar), 2013","June, 2013",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2015","September, 2015",Monoammonium Phosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.000,1443.900
India,Goa,"Financial Year (Apr - Mar), 2015","February, 2016",Single super Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","November, 2013",Monoammonium Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",40000.000,15283.810
India,Tripura,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.000,3.550
India,Rajasthan,"Financial Year (Apr - Mar), 2014","November, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,2409.650
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,0.000,22.650
India,West Bengal,"Financial Year (Apr - Mar), 2016","December, 2016","nitrogen, phosphorus, and potassium",0.000,148381.680
India,Telangana,"Financial Year (Apr - Mar), 2015","March, 2016",Monoammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,9823.250
India,West Bengal,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","November, 2014",Single super Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","February, 2016","nitrogen, phosphorus, and potassium",0.000,16912.620
India,Tripura,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","January, 2014",Triple superphosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2016","December, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.000,5926.100
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,6186.150
India,Rajasthan,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,98400.000,32008.570
India,Telangana,"Financial Year (Apr - Mar), 2014","December, 2014",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","February, 2016",UREA,0.000,37.000
India,West Bengal,"Financial Year (Apr - Mar), 2013","May, 2013",Single super Phosphate,59100.000,10120.550
India,West Bengal,"Financial Year (Apr - Mar), 2014","November, 2014",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,500000.000,173946.650
India,West Bengal,"Financial Year (Apr - Mar), 2014","November, 2014",Triple superphosphate,0.000,7377.550
India,Tripura,"Financial Year (Apr - Mar), 2016","December, 2016",Diammonium Phosphate,0.000,1.950
India,Tripura,"Financial Year (Apr - Mar), 2013","August, 2013",Diammonium Phosphate,450.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","September, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.000,28696.650
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Diammonium Phosphate,80000.000,96580.080
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","March, 2015",Muriate of Potash (MOP) or Potassium Chloride,49580.000,1456.580
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","July, 2013",Monoammonium Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,10000.000,2251.650
India,Tripura,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,3.550
India,Tripura,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","October, 2013","nitrogen, phosphorus, and potassium",10.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","April, 2013","nitrogen, phosphorus, and potassium",59400.000,39566.370
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,0.000,1335.900
India,Tripura,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2015","February, 2016",Single super Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,50000.000,21910.400
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.000,8290.500
India,Uttarakhand,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,2637.300
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","October, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",54250.000,87277.530
