Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","December, 2014",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,16125.250
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",5.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.000,5.650
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","May, 2012",UREA,66000.000,11752.950
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","June, 2012",Diammonium Phosphate,10000.000,72321.450
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","February, 2015",UREA,20000.000,10769.250
India,Sikkim,"Financial Year (Apr - Mar), 2013","August, 2013",Monoammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2013","September, 2013",Monoammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",0.000,7067.100
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","May, 2014",Single super Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",0.000,2568.600
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","October, 2015",Triple superphosphate,0.000,16125.250
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","March, 2016",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",UREA,400000.000,209096.550
India,Sikkim,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","July, 2013",Triple superphosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","May, 2013",Monoammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2016","February, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","November, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2013","March, 2014",Diammonium Phosphate,46970.000,47771.850
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","April, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,183.750
India,Sikkim,"Financial Year (Apr - Mar), 2013","November, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","September, 2014",Triple superphosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","September, 2012",Monoammonium Phosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,3526.250
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.000,168.300
India,West Bengal,"Financial Year (Apr - Mar), 2014","April, 2014",Muriate of Potash (MOP) or Potassium Chloride,28000.000,45825.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","February, 2015",UREA,90.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2016","February, 2017",Muriate of Potash (MOP) or Potassium Chloride,10000.000,21207.600
India,Uttarakhand,"Financial Year (Apr - Mar), 2016","December, 2016",UREA,0.000,888.700
India,Tripura,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,160000.000,113433.300
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,1869.700
India,West Bengal,"Financial Year (Apr - Mar), 2012","June, 2012",UREA,122000.000,38199.870
India,Tripura,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,2160.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2013","December, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2014","March, 2015",Muriate of Potash (MOP) or Potassium Chloride,21801.732,10260.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","January, 2015","nitrogen, phosphorus, and potassium",8000.000,2064.750
India,Rajasthan,"Financial Year (Apr - Mar), 2013","September, 2013",Triple superphosphate,0.000,3526.250
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","April, 2014",UREA,0.000,7770.620
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","September, 2012","nitrogen, phosphorus, and potassium",5.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","January, 2016",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","March, 2016",UREA,0.000,32.500
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",7500.000,4165.150
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","April, 2013",Single super Phosphate,20370.000,3242.800
India,Tripura,"Financial Year (Apr - Mar), 2014","March, 2015",Monoammonium Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,3496.700
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,647.850
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,34000.000,12156.760
India,Tripura,"Financial Year (Apr - Mar), 2012","May, 2012",Triple superphosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","May, 2014",Triple superphosphate,0.000,3526.250
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","June, 2013","nitrogen, phosphorus, and potassium",35020.000,36706.720
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","July, 2013","nitrogen, phosphorus, and potassium",11.000,1.450
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,180.000,3.400
India,Tripura,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,1000.000,125.250
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,2.500
India,Sikkim,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2013","May, 2013",Muriate of Potash (MOP) or Potassium Chloride,33000.000,29841.850
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","June, 2013",Diammonium Phosphate,20000.000,261290.100
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","April, 2012",Muriate of Potash (MOP) or Potassium Chloride,500.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,16125.250
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","October, 2013",UREA,700000.000,209156.340
India,Sikkim,"Financial Year (Apr - Mar), 2015","February, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.000,1209.050
India,Telangana,"Financial Year (Apr - Mar), 2013","June, 2013","nitrogen, phosphorus, and potassium",43603.463,63009.014
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2014","February, 2015",Muriate of Potash (MOP) or Potassium Chloride,21801.732,5759.882
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","May, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,161.250
India,Tripura,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,16125.250
India,Sikkim,"Financial Year (Apr - Mar), 2014","May, 2014",Diammonium Phosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","September, 2012",UREA,520.000,9.700
India,Telangana,"Financial Year (Apr - Mar), 2014","November, 2014",Monoammonium Phosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2016","January, 2017","nitrogen, phosphorus, and potassium",0.000,3451.600
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",70.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2015","January, 2016",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016","January, 2017",Monoammonium Phosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","September, 2013",Diammonium Phosphate,600.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2012","June, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",36000.000,12257.640
India,Mizoram,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","May, 2013",Diammonium Phosphate,7375.981,8311.053
India,Kerala,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,0.000,109.750
India,Haryana,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,60000.000,33013.850
India,Gujarat,"Financial Year (Apr - Mar), 2013","April, 2013",Single super Phosphate,14000.000,2542.750
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2013","July, 2013",Single super Phosphate,2000.000,5.250
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,23000.000,10815.650
India,Kerala,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2012","July, 2012",UREA,75000.000,5375.750
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2016","December, 2016",Triple superphosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2013","May, 2013",Single super Phosphate,10000.000,7266.700
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.000,67091.100
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,6500.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,799.000
India,Bihar,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,7673.750
India,Nagaland,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,10515.200
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2016","January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,6637.250
India,Haryana,"Financial Year (Apr - Mar), 2014","January, 2015","nitrogen, phosphorus, and potassium",5000.000,2545.200
India,Meghalaya,"Financial Year (Apr - Mar), 2016","January, 2017",Single super Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2013","May, 2013",UREA,14000.000,22015.000
India,Goa,"Financial Year (Apr - Mar), 2016","December, 2016",Triple superphosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,14578.300
India,Mizoram,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,550.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2012","September, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.000,3598.900
India,Mizoram,"Financial Year (Apr - Mar), 2015","December, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2015","September, 2015",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","February, 2015",UREA,193500.000,82540.530
India,Puducherry,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,1000.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.000,9366.813
India,Meghalaya,"Financial Year (Apr - Mar), 2013","May, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","October, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2013","May, 2013",Triple superphosphate,0.000,11905.400
India,Gujarat,"Financial Year (Apr - Mar), 2014","September, 2014",Diammonium Phosphate,0.000,21101.620
India,Meghalaya,"Financial Year (Apr - Mar), 2013","August, 2013",Muriate of Potash (MOP) or Potassium Chloride,30.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,160000.000,10690.970
India,Bihar,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,70000.000,20343.950
India,Goa,"Financial Year (Apr - Mar), 2013","February, 2014",Muriate of Potash (MOP) or Potassium Chloride,50.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2015","December, 2015",UREA,0.000,5256.110
India,Meghalaya,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2016","February, 2017",Triple superphosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2014","March, 2015",UREA,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,26281.750
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","February, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.000,37353.500
India,Mizoram,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","April, 2014",Muriate of Potash (MOP) or Potassium Chloride,30000.000,49641.320
India,Nagaland,"Financial Year (Apr - Mar), 2013","August, 2013",Diammonium Phosphate,100.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2013","April, 2013",Monoammonium Phosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","October, 2014",Triple superphosphate,0.000,8443.850
India,Ladakh,"Financial Year (Apr - Mar), 2014","September, 2014",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2013","June, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,2100.200
India,Haryana,"Financial Year (Apr - Mar), 2012","June, 2012",Triple superphosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,2322.750
India,Karnataka,"Financial Year (Apr - Mar), 2013","May, 2013",Diammonium Phosphate,32000.000,34027.120
India,Kerala,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,26000.000,31.850
India,Delhi,"Financial Year (Apr - Mar), 2015","February, 2016",Monoammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2015","September, 2015",Triple superphosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2012","October, 2012",Diammonium Phosphate,30000.000,-0.350
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","July, 2012",Monoammonium Phosphate,0.000,0.000
